fecha,AQI_SO2,AQI_NO2,AQI_PM10,AQI_CO,AQI_O3,AQI
2015-12-12,15,48,84,50,11,84
2015-12-13,24,58,117,69,11,117
2015-12-14,7,42,94,65,33,94
2015-12-15,3,8,10,6,33,33
2015-12-16,4,9,11,7,26,26
2015-12-17,7,34,51,31,17,51
2015-12-18,11,43,66,50,30,66
2015-12-19,19,52,101,69,13,101
2015-12-2,3,9,6,8,31,31
2015-12-20,22,64,123,58,9,123
2015-12-21,16,64,148,80,9,148
2015-12-22,23,63,179,92,9,179
2015-12-23,15,58,147,85,28,147
2015-12-24,10,39,70,68,36,70
2015-12-25,8,93,437,93,6,437
2015-12-26,6,56,164,92,7,164
2015-12-27,11,33,47,29,14,47
2015-12-28,22,46,93,52,8,93
2015-12-29,31,63,184,81,9,184
2015-12-3,8,9,11,7,28,28
2015-12-30,14,30,75,93,34,93
2015-12-31,12,42,65,51,15,65
2015-12-4,4,22,32,34,34,34
2015-12-5,8,39,59,31,29,59
2015-12-6,18,53,105,62,10,105
2015-12-7,21,57,124,51,7,124
2015-12-8,2,55,158,71,8,158
2015-12-9,18,60,151,53,9,151
2015-2-1,27,37,68,33,9,68
2015-2-10,29,55,104,45,39,104
2015-2-11,14,23,59,43,49,59
2015-2-12,7,21,40,12,50,50
2015-2-13,20,47,94,40,205,205
2015-2-14,35,66,147,44,27,147
2015-2-15,47,71,170,56,9,170
2015-2-16,20,27,94,59,34,94
2015-2-17,6,16,35,17,38,38
2015-2-18,11,19,52,19,41,52
2015-2-19,29,21,131,23,40,131
2015-2-2,41,51,102,56,20,102
2015-2-20,7,22,82,24,33,82
2015-2-21,7,17,150,25,38,150
2015-2-22,3,8,172,8,37,172
2015-2-23,15,18,85,13,42,85
2015-2-24,23,34,140,29,33,140
2015-2-25,7,17,72,29,44,72
2015-2-26,4,10,22,6,40,40
2015-2-27,7,17,36,10,28,36
2015-2-28,6,23,86,19,18,86
2015-2-3,21,38,80,55,50,80
2015-2-4,8,9,45,6,46,46
2015-2-5,10,22,32,13,40,40
2015-2-6,18,48,66,31,38,66
2015-2-7,9,11,33,23,63,63
2015-2-8,10,14,32,12,43,43
2015-2-9,27,45,85,27,205,205
2015-3-1,6,20,64,14,43,64
2015-3-10,6,24,42,17,57,57
2015-3-11,11,31,59,26,45,59
2015-3-12,15,42,79,22,29,79
2015-3-13,14,34,64,25,48,64
2015-3-14,24,46,90,31,27,90
2015-3-15,12,38,127,32,65,127
2015-3-16,19,48,174,28,21,174
2015-3-17,10,34,144,30,69,144
2015-3-18,7,24,67,12,47,67
2015-3-19,8,42,130,20,45,130
2015-3-2,12,27,73,32,43,73
2015-3-20,3,26,123,14,68,123
2015-3-21,2,16,74,11,46,74
2015-3-22,2,11,84,8,47,84
2015-3-23,5,27,75,14,50,75
2015-3-24,17,39,90,33,61,90
2015-3-25,23,43,110,33,100,110
2015-3-26,12,30,108,18,146,146
2015-3-27,14,27,102,17,144,144
2015-3-28,5,19,141,16,57,141
2015-3-29,10,43,176,23,118,176
2015-3-3,1,4,58,4,38,58
2015-3-30,15,44,202,21,144,202
2015-3-31,10,32,108,37,50,108
2015-3-4,7,18,42,9,44,44
2015-3-5,33,37,99,32,42,99
2015-3-6,37,46,135,30,53,135
2015-3-7,29,49,152,40,50,152
2015-3-8,19,31,99,30,44,99
2015-3-9,2,7,30,6,44,44
2015-4-1,2,29,57,11,44,57
2015-4-10,7,40,112,15,140,140
2015-4-11,9,28,100,35,110,110
2015-4-12,1,8,35,5,42,42
2015-4-13,2,13,37,6,93,93
2015-4-14,3,38,73,11,106,106
2015-4-15,9,65,118,17,25,118
2015-4-16,3,11,72,4,58,72
2015-4-17,12,34,125,12,84,125
2015-4-18,15,56,171,27,79,171
2015-4-19,3,24,84,15,66,84
2015-4-2,1,15,33,10,65,65
2015-4-20,2,33,89,12,43,89
2015-4-21,3,21,95,15,95,95
2015-4-22,5,31,90,12,122,122
2015-4-23,7,31,82,12,50,82
2015-4-24,5,35,134,11,118,134
2015-4-25,7,42,121,16,184,184
2015-4-26,11,35,128,17,226,226
2015-4-27,5,29,97,14,207,207
2015-4-28,2,23,59,15,139,139
2015-4-29,6,31,102,22,207,207
2015-4-3,3,17,39,14,98,98
2015-4-30,6,28,103,17,214,214
2015-4-4,4,20,60,11,163,163
2015-4-5,2,18,71,12,55,71
2015-4-6,1,8,31,4,47,47
2015-4-7,3,16,47,7,42,47
2015-4-8,8,30,92,13,48,92
2015-4-9,11,34,118,15,98,118
2015-5-1,6,32,97,22,65,97
2015-5-10,4,31,47,19,25,47
2015-5-11,1,20,29,15,57,57
2015-5-12,1,20,53,28,79,79
2015-5-13,3,40,97,21,207,207
2015-5-14,3,19,63,8,89,89
2015-5-15,2,17,51,10,105,105
2015-5-16,5,29,77,13,204,204
2015-5-17,7,25,120,15,203,203
2015-5-18,1,21,74,15,76,76
2015-5-19,1,9,53,2,49,53
2015-5-2,1,19,62,8,165,165
2015-5-20,2,12,44,3,90,90
2015-5-21,4,27,72,6,149,149
2015-5-22,8,32,76,12,219,219
2015-5-23,11,37,105,13,244,244
2015-5-24,8,38,116,20,236,236
2015-5-25,12,28,118,17,257,257
2015-5-26,9,21,106,14,245,245
2015-5-27,5,19,99,16,245,245
2015-5-28,11,21,96,17,210,210
2015-5-29,2,28,78,16,186,186
2015-5-3,1,13,77,15,76,77
2015-5-30,4,25,77,13,223,223
2015-5-31,8,26,81,13,227,227
2015-5-4,3,13,66,7,130,130
2015-5-5,5,25,76,13,130,130
2015-5-6,2,17,63,7,73,73
2015-5-7,4,22,94,9,132,132
2015-5-8,6,24,76,21,95,95
2015-5-9,5,21,50,14,34,50
2015-6-1,4,33,118,15,252,252
2015-6-10,4,23,62,17,92,92
2015-6-11,4,16,29,14,49,49
2015-6-12,5,10,15,4,60,60
2015-6-13,5,13,27,7,98,98
2015-6-14,5,20,36,7,158,158
2015-6-15,11,29,90,23,233,233
2015-6-16,8,34,100,18,246,246
2015-6-17,1,26,53,17,208,208
2015-6-18,1,18,27,12,73,73
2015-6-19,1,20,39,12,48,48
2015-6-2,2,15,50,19,77,77
2015-6-20,1,20,33,12,190,190
2015-6-21,2,25,65,9,215,215
2015-6-22,10,23,87,18,228,228
2015-6-23,9,24,131,27,247,247
2015-6-24,6,28,89,13,168,168
2015-6-25,4,38,93,17,125,125
2015-6-26,1,14,74,10,227,227
2015-6-27,2,19,70,9,209,209
2015-6-28,5,20,101,17,223,223
2015-6-29,3,25,76,15,92,92
2015-6-3,4,21,78,11,166,166
2015-6-30,1,18,20,7,82,82
2015-6-4,3,28,67,84,47,84
2015-6-5,2,28,65,84,202,202
2015-6-6,1,17,44,76,201,201
2015-6-7,1,19,30,76,60,76
2015-6-8,3,20,43,8,142,142
2015-6-9,9,31,71,18,219,219
2015-7-1,2,23,40,9,55,55
2015-7-10,6,21,69,17,239,239
2015-7-11,7,27,90,23,263,263
2015-7-12,5,36,108,15,315,315
2015-7-13,3,34,67,11,285,285
2015-7-14,3,24,58,11,258,258
2015-7-15,2,36,58,12,154,154
2015-7-16,1,23,46,10,110,110
2015-7-17,1,25,41,15,125,125
2015-7-18,1,23,51,13,214,214
2015-7-19,1,25,62,13,206,206
2015-7-2,2,18,17,9,68,68
2015-7-20,1,29,71,15,208,208
2015-7-21,1,27,94,16,205,205
2015-7-22,2,29,58,12,223,223
2015-7-23,1,35,42,12,146,146
2015-7-24,3,33,63,11,204,204
2015-7-25,4,28,81,12,226,226
2015-7-26,4,23,93,20,231,231
2015-7-27,2,27,75,13,220,220
2015-7-28,1,21,53,9,220,220
2015-7-29,1,30,77,13,225,225
2015-7-3,7,22,60,24,222,222
2015-7-30,1,23,50,16,113,113
2015-7-31,1,20,33,9,146,146
2015-7-4,4,30,55,10,98,98
2015-7-5,8,23,62,24,251,251
2015-7-6,6,23,66,36,248,248
2015-7-7,4,22,68,12,239,239
2015-7-8,5,24,92,17,228,228
2015-7-9,5,30,69,10,241,241
2015-8-1,1,52,81,14,73,81
2015-8-10,2,28,62,18,201,201
2015-8-11,4,23,94,25,260,260
2015-8-12,4,21,91,24,226,226
2015-8-13,6,26,113,28,278,278
2015-8-14,4,18,64,19,81,81
2015-8-15,3,24,50,15,118,118
2015-8-16,5,27,69,12,261,261
2015-8-17,6,24,109,13,236,236
2015-8-18,2,23,66,12,186,186
2015-8-19,1,23,58,13,182,182
2015-8-2,1,20,66,9,210,210
2015-8-20,1,15,44,12,191,191
2015-8-21,2,14,30,8,168,168
2015-8-22,2,14,34,26,68,68
2015-8-23,2,15,30,24,122,122
2015-8-24,1,14,20,10,85,85
2015-8-25,1,17,26,13,55,55
2015-8-26,1,17,20,9,79,79
2015-8-27,1,18,21,10,90,90
2015-8-28,1,16,30,10,98,98
2015-8-29,1,15,48,11,218,218
2015-8-3,1,22,28,4,30,30
2015-8-30,1,16,34,14,73,73
2015-8-31,1,14,29,12,61,61
2015-8-4,2,23,50,7,193,193
2015-8-5,3,29,82,11,198,198
2015-8-6,1,25,66,15,212,212
2015-8-7,2,24,75,22,170,170
2015-8-8,1,27,52,14,210,210
2015-8-9,2,30,65,15,231,231
2015-9-1,1,12,12,8,37,37
2015-9-10,1,21,12,7,24,24
2015-9-11,1,22,15,9,40,40
2015-9-12,2,21,18,6,41,41
2015-9-13,2,30,55,17,95,95
2015-9-14,6,42,82,16,173,173
2015-9-15,8,47,93,20,225,225
2015-9-16,6,48,109,22,210,210
2015-9-17,8,43,111,25,211,211
2015-9-18,2,35,72,20,87,87
2015-9-19,2,36,44,14,140,140
2015-9-2,1,13,15,6,45,45
2015-9-20,6,34,82,18,199,199
2015-9-21,11,48,100,25,211,211
2015-9-22,8,39,99,30,129,129
2015-9-23,1,26,42,11,92,92
2015-9-24,3,37,91,23,161,161
2015-9-25,2,25,29,19,44,44
2015-9-26,4,29,58,11,162,162
2015-9-27,2,43,71,23,98,98
2015-9-28,3,33,51,27,38,51
2015-9-29,3,34,47,23,12,47
2015-9-3,1,12,27,9,144,144
2015-9-30,2,28,28,11,22,28
2015-9-4,2,17,52,42,55,55
2015-9-5,1,14,19,12,49,49
2015-9-6,1,20,27,9,95,95
2015-9-7,1,25,42,10,163,163
2015-9-8,3,35,71,13,173,173
2015-9-9,1,33,53,17,63,63
2016-1-1,25,63,120,71,9,120
2016-1-10,10,34,53,29,24,53
2016-1-11,1,13,25,9,33,33
2016-1-12,5,15,25,12,30,30
2016-1-13,8,27,41,16,33,41
2016-1-14,14,43,68,32,27,68
2016-1-15,19,50,84,41,18,84
2016-1-16,27,42,95,37,13,95
2016-1-17,4,17,47,35,35,47
2016-1-18,1,9,45,8,33,45
2016-1-19,11,36,62,31,19,62
2016-1-2,27,76,168,74,10,168
2016-1-20,38,47,99,50,9,99
2016-1-21,20,40,93,44,11,93
2016-1-22,3,10,29,45,33,45
2016-1-23,1,7,39,8,30,39
2016-1-24,4,13,50,13,33,50
2016-1-25,12,8,36,19,34,36
2016-1-26,10,5,54,22,35,54
2016-1-27,21,19,75,30,8,75
2016-1-28,22,38,77,35,28,77
2016-1-29,23,29,70,31,21,70
2016-1-3,12,54,158,89,18,158
2016-1-30,14,28,56,40,29,56
2016-1-31,5,10,22,8,35,35
2016-1-4,4,21,45,48,33,48
2016-1-5,4,23,39,25,28,39
2016-1-6,6,22,35,22,33,35
2016-1-7,4,14,21,9,31,31
2016-1-8,8,23,44,26,32,44
2016-1-9,14,43,65,32,17,65
2016-10-1,5,51,110,18,152,152
2016-10-10,5,43,82,19,23,82
2016-10-11,3,36,83,24,39,83
2016-10-12,1,33,67,19,50,67
2016-10-13,1,46,110,25,47,110
2016-10-14,2,62,145,25,76,145
2016-10-15,2,55,120,26,1,120
2016-10-16,1,33,80,17,43,80
2016-10-17,1,30,64,22,50,64
2016-10-18,2,39,96,33,17,96
2016-10-19,2,49,140,27,27,140
2016-10-2,2,40,119,18,157,157
2016-10-20,2,34,78,25,22,78
2016-10-21,1,26,44,10,21,44
2016-10-22,1,16,18,10,19,19
2016-10-23,1,21,39,8,22,39
2016-10-24,1,37,90,17,3,90
2016-10-25,1,43,89,17,6,89
2016-10-26,3,29,63,20,29,63
2016-10-27,3,29,50,23,10,50
2016-10-28,1,15,18,7,33,33
2016-10-29,2,26,45,6,26,45
2016-10-3,1,35,91,18,154,154
2016-10-30,2,25,62,14,31,62
2016-10-31,3,10,17,5,33,33
2016-10-4,1,20,44,13,41,44
2016-10-5,1,24,56,20,40,56
2016-10-6,1,28,61,30,17,61
2016-10-7,1,24,38,21,27,38
2016-10-8,1,14,18,8,38,38
2016-10-9,2,28,50,10,29,50
2016-11-1,6,30,54,9,26,54
2016-11-10,3,38,103,33,26,103
2016-11-11,4,39,78,27,11,78
2016-11-12,4,37,80,20,20,80
2016-11-13,3,38,96,39,1,96
2016-11-14,2,20,55,37,36,55
2016-11-15,6,36,47,36,16,47
2016-11-16,7,46,83,54,17,83
2016-11-17,8,39,98,45,4,98
2016-11-18,6,45,154,46,1,154
2016-11-19,3,34,100,37,36,100
2016-11-2,5,43,90,22,17,90
2016-11-20,1,21,51,20,18,51
2016-11-21,2,8,19,5,33,33
2016-11-22,3,9,18,6,32,32
2016-11-23,4,16,24,11,30,30
2016-11-24,9,40,71,36,17,71
2016-11-25,13,55,119,49,4,119
2016-11-26,10,68,216,58,10,216
2016-11-27,4,29,61,46,34,61
2016-11-28,10,45,69,35,11,69
2016-11-29,16,47,96,42,2,96
2016-11-3,4,61,138,42,9,138
2016-11-30,7,37,84,42,35,84
2016-11-4,2,70,159,44,10,159
2016-11-5,2,50,112,45,27,112
2016-11-6,4,28,59,20,25,59
2016-11-7,1,24,46,19,27,46
2016-11-8,4,32,53,15,28,53
2016-11-9,8,48,121,38,3,121
2016-12-1,4,24,41,20,36,41
2016-12-10,8,35,54,25,17,54
2016-12-11,19,59,126,54,5,126
2016-12-12,21,53,130,36,17,130
2016-12-13,4,27,54,38,27,54
2016-12-14,6,24,33,14,30,33
2016-12-15,7,24,49,36,34,49
2016-12-16,11,49,76,32,34,76
2016-12-17,19,62,134,56,8,134
2016-12-18,17,59,139,63,8,139
2016-12-19,16,67,138,63,7,138
2016-12-2,9,44,74,38,16,74
2016-12-20,3,68,191,93,7,191
2016-12-21,5,81,224,90,9,224
2016-12-22,4,17,57,74,33,74
2016-12-23,4,26,31,16,25,31
2016-12-24,16,50,97,46,25,97
2016-12-25,19,56,106,44,3,106
2016-12-26,11,26,48,34,29,48
2016-12-27,5,20,42,25,30,42
2016-12-28,4,22,59,22,31,59
2016-12-29,7,28,59,26,31,59
2016-12-3,13,61,136,66,9,136
2016-12-30,11,53,133,46,21,133
2016-12-31,10,73,183,58,8,183
2016-12-4,8,65,179,69,19,179
2016-12-5,3,23,45,23,34,45
2016-12-6,12,55,86,40,7,86
2016-12-7,17,59,107,40,10,107
2016-12-8,5,28,77,45,37,77
2016-12-9,4,20,31,14,33,33
2016-2-1,6,15,25,15,38,38
2016-2-10,35,36,78,51,30,78
2016-2-11,31,33,111,63,28,111
2016-2-12,13,24,101,40,28,101
2016-2-13,3,4,11,8,34,34
2016-2-14,1,3,12,5,35,35
2016-2-15,5,5,51,4,37,51
2016-2-16,11,7,40,5,40,40
2016-2-17,8,26,51,20,43,51
2016-2-18,2,12,31,16,44,44
2016-2-19,2,11,25,9,41,41
2016-2-2,9,24,29,24,36,36
2016-2-20,4,10,18,9,43,43
2016-2-21,16,28,76,27,35,76
2016-2-22,11,22,72,29,42,72
2016-2-23,4,8,18,5,40,40
2016-2-24,6,18,42,18,39,42
2016-2-25,5,18,43,13,34,43
2016-2-26,7,17,53,16,38,53
2016-2-27,5,14,29,14,37,37
2016-2-28,5,16,51,22,39,51
2016-2-29,7,19,45,13,34,45
2016-2-3,13,28,38,17,35,38
2016-2-4,8,9,20,7,39,39
2016-2-5,5,7,34,6,39,39
2016-2-6,5,14,27,13,43,43
2016-2-7,11,18,56,20,43,56
2016-2-8,33,20,149,43,41,149
2016-2-9,12,20,45,16,58,58
2016-3-1,19,38,92,35,29,92
2016-3-10,3,7,59,5,44,59
2016-3-11,5,16,52,9,43,52
2016-3-12,26,35,101,34,30,101
2016-3-13,6,13,47,29,53,53
2016-3-14,11,25,89,20,50,89
2016-3-15,30,29,139,29,34,139
2016-3-16,23,31,173,36,166,173
2016-3-17,16,37,172,36,118,172
2016-3-18,7,28,128,41,112,128
2016-3-19,9,16,94,28,43,94
2016-3-2,23,48,114,42,44,114
2016-3-20,4,24,86,17,50,86
2016-3-21,10,33,143,20,112,143
2016-3-22,14,33,149,27,34,149
2016-3-23,2,13,41,19,49,49
2016-3-24,1,18,28,7,48,48
2016-3-25,1,17,29,8,57,57
2016-3-26,5,13,27,6,52,52
2016-3-27,6,17,38,6,79,79
2016-3-28,12,31,139,13,42,139
2016-3-29,6,12,63,6,58,63
2016-3-3,32,51,179,59,32,179
2016-3-30,8,18,62,11,68,68
2016-3-31,28,31,155,25,146,155
2016-3-4,36,50,212,66,26,212
2016-3-5,2,9,199,7,40,199
2016-3-6,18,30,124,25,18,124
2016-3-7,8,15,73,32,42,73
2016-3-8,2,6,24,4,39,39
2016-3-9,3,5,36,5,38,38
2016-4-1,7,11,86,11,47,86
2016-4-10,9,16,141,12,53,141
2016-4-11,6,19,85,7,52,85
2016-4-12,4,24,73,8,46,73
2016-4-13,3,23,94,16,92,94
2016-4-14,2,12,74,8,100,100
2016-4-15,11,25,83,16,112,112
2016-4-16,2,8,62,4,43,62
2016-4-17,1,5,33,3,50,50
2016-4-18,2,8,29,4,73,73
2016-4-19,11,25,72,22,29,72
2016-4-2,5,8,21,2,48,48
2016-4-20,5,16,70,13,101,101
2016-4-21,4,25,111,22,127,127
2016-4-22,1,9,72,8,71,72
2016-4-23,2,14,43,6,68,68
2016-4-24,12,21,87,14,190,190
2016-4-25,8,13,85,13,168,168
2016-4-26,16,18,74,28,127,127
2016-4-27,6,25,70,17,103,103
2016-4-28,4,22,76,15,208,208
2016-4-29,10,24,90,21,217,217
2016-4-3,2,9,46,4,66,66
2016-4-30,6,25,110,22,240,240
2016-4-4,5,18,83,7,117,117
2016-4-5,11,21,100,13,157,157
2016-4-6,19,26,109,28,74,109
2016-4-7,2,19,87,27,52,87
2016-4-8,3,14,71,6,60,71
2016-4-9,9,30,108,10,46,108
2016-5-1,15,16,119,30,246,246
2016-5-10,3,15,55,10,172,172
2016-5-11,8,12,100,15,186,186
2016-5-12,1,10,46,14,47,47
2016-5-13,3,17,44,13,129,129
2016-5-14,1,13,43,7,81,81
2016-5-15,1,15,46,15,48,48
2016-5-16,2,20,43,9,105,105
2016-5-17,6,20,65,10,227,227
2016-5-18,5,11,59,9,189,189
2016-5-19,8,14,69,13,227,227
2016-5-2,2,8,65,11,79,79
2016-5-20,13,18,69,18,240,240
2016-5-21,11,20,61,12,234,234
2016-5-22,5,23,56,8,219,219
2016-5-23,9,17,57,16,190,190
2016-5-24,2,12,27,6,132,132
2016-5-25,2,10,22,7,117,117
2016-5-26,2,12,50,8,95,95
2016-5-27,9,15,69,11,204,204
2016-5-28,8,10,55,8,205,205
2016-5-29,4,9,53,9,184,184
2016-5-3,1,14,51,7,68,68
2016-5-30,12,16,91,17,273,273
2016-5-31,6,14,69,13,87,87
2016-5-4,2,28,50,11,137,137
2016-5-5,8,21,69,17,113,113
2016-5-6,1,7,101,3,49,101
2016-5-7,2,14,34,7,123,123
2016-5-8,9,17,65,13,163,163
2016-5-9,3,14,51,8,49,51
2016-6-1,3,18,50,9,190,190
2016-6-10,1,8,48,9,238,238
2016-6-11,1,11,20,7,79,79
2016-6-12,3,14,64,14,214,214
2016-6-13,1,11,43,9,92,92
2016-6-14,1,10,35,6,60,60
2016-6-15,1,14,26,7,175,175
2016-6-16,1,19,40,8,209,209
2016-6-17,1,21,42,9,98,98
2016-6-18,2,17,56,9,209,209
2016-6-19,2,14,67,18,240,240
2016-6-2,6,20,59,12,222,222
2016-6-20,3,12,69,21,239,239
2016-6-21,2,12,72,19,247,247
2016-6-22,1,12,57,12,229,229
2016-6-23,3,15,74,19,204,204
2016-6-24,1,13,19,9,50,50
2016-6-25,1,13,26,5,76,76
2016-6-26,2,18,55,6,223,223
2016-6-27,4,15,64,9,193,193
2016-6-28,1,12,60,11,52,60
2016-6-29,1,13,80,12,210,210
2016-6-3,14,23,76,17,227,227
2016-6-30,1,13,54,9,217,217
2016-6-4,10,12,70,12,237,237
2016-6-5,8,14,65,15,233,233
2016-6-6,5,13,79,12,241,241
2016-6-7,1,9,58,11,151,151
2016-6-8,2,13,85,17,240,240
2016-6-9,4,13,85,22,223,223
2016-7-1,1,11,21,8,173,173
2016-7-10,3,16,69,10,212,212
2016-7-11,4,14,69,8,208,208
2016-7-12,2,15,33,7,81,81
2016-7-13,1,18,26,6,205,205
2016-7-14,3,24,55,13,162,162
2016-7-15,1,15,40,10,46,46
2016-7-16,1,21,41,10,49,49
2016-7-17,1,23,66,11,247,247
2016-7-18,2,29,75,16,144,144
2016-7-19,1,24,72,19,30,72
2016-7-2,2,14,55,11,207,207
2016-7-20,1,11,36,12,33,36
2016-7-21,1,10,26,12,35,35
2016-7-22,1,11,65,11,185,185
2016-7-23,1,14,91,15,216,216
2016-7-24,1,14,60,11,245,245
2016-7-25,1,13,63,10,172,172
2016-7-26,1,15,50,4,158,158
2016-7-27,1,24,52,15,264,264
2016-7-28,1,23,49,13,229,229
2016-7-29,1,29,83,22,233,233
2016-7-3,5,19,72,13,225,225
2016-7-30,1,26,95,25,74,95
2016-7-31,1,27,49,17,82,82
2016-7-4,3,13,89,14,219,219
2016-7-5,2,12,72,16,232,232
2016-7-6,3,17,64,14,224,224
2016-7-7,4,15,81,20,233,233
2016-7-8,3,18,73,19,219,219
2016-7-9,2,17,64,10,212,212
2016-8-1,1,22,56,21,198,198
2016-8-10,1,12,62,10,182,182
2016-8-11,2,13,65,11,206,206
2016-8-12,1,18,52,12,63,63
2016-8-13,1,24,21,9,40,40
2016-8-14,1,21,20,13,215,215
2016-8-15,1,18,20,13,55,55
2016-8-16,1,17,22,6,196,196
2016-8-17,1,33,55,13,41,55
2016-8-18,1,25,63,23,29,63
2016-8-19,1,16,18,21,92,92
2016-8-2,1,20,50,25,172,172
2016-8-20,1,19,51,14,243,243
2016-8-21,1,22,47,14,277,277
2016-8-22,3,14,39,20,170,170
2016-8-23,4,18,56,11,170,170
2016-8-24,2,26,63,12,137,137
2016-8-25,1,16,24,12,48,48
2016-8-26,1,19,18,5,60,60
2016-8-27,2,24,28,6,48,48
2016-8-28,1,19,21,3,65,65
2016-8-29,1,24,33,6,98,98
2016-8-3,1,18,50,13,241,241
2016-8-30,1,26,48,10,218,218
2016-8-31,1,24,25,11,53,53
2016-8-4,1,19,78,18,252,252
2016-8-5,1,14,54,16,204,204
2016-8-6,2,20,75,12,201,201
2016-8-7,1,11,17,24,125,125
2016-8-8,1,16,30,14,179,179
2016-8-9,2,23,41,16,226,226
2016-9-1,1,13,23,5,45,45
2016-9-10,1,23,35,5,89,89
2016-9-11,1,17,44,13,112,112
2016-9-12,1,17,40,8,142,142
2016-9-13,1,28,73,13,185,185
2016-9-14,1,28,81,14,202,202
2016-9-15,2,24,69,14,217,217
2016-9-16,2,24,94,14,222,222
2016-9-17,1,23,48,8,50,50
2016-9-18,1,18,22,6,24,24
2016-9-19,1,19,18,8,43,43
2016-9-2,1,12,24,5,41,41
2016-9-20,1,25,34,8,68,68
2016-9-21,4,43,72,11,28,72
2016-9-22,5,35,79,13,125,125
2016-9-23,1,29,93,19,220,220
2016-9-24,2,34,90,20,217,217
2016-9-25,1,28,108,21,77,108
2016-9-26,1,25,51,19,46,51
2016-9-27,1,15,29,17,34,34
2016-9-28,1,31,42,10,14,42
2016-9-29,2,33,61,13,43,61
2016-9-3,1,15,29,6,201,201
2016-9-30,3,45,84,14,182,182
2016-9-4,2,26,69,19,195,195
2016-9-5,1,14,34,7,81,81
2016-9-6,1,22,25,8,43,43
2016-9-7,2,23,56,8,203,203
2016-9-8,1,24,35,7,84,84
2016-9-9,2,26,39,8,43,43
2017-1-1,5,79,369,73,8,369
2017-1-10,4,27,42,18,37,42
2017-1-11,15,44,56,31,19,56
2017-1-12,11,34,55,20,42,55
2017-1-13,8,14,25,6,42,42
2017-1-14,9,27,35,19,40,40
2017-1-15,6,28,53,15,32,53
2017-1-16,11,41,75,28,26,75
2017-1-17,15,43,98,34,30,98
2017-1-18,5,33,52,11,26,52
2017-1-19,5,15,59,26,40,59
2017-1-2,7,47,120,72,28,120
2017-1-20,5,17,28,11,40,40
2017-1-21,7,18,45,29,39,45
2017-1-22,6,25,30,13,39,39
2017-1-23,7,23,34,29,31,34
2017-1-24,19,44,70,42,30,70
2017-1-25,23,57,109,51,27,109
2017-1-26,15,37,112,57,42,112
2017-1-27,13,16,63,14,49,63
2017-1-28,54,42,323,45,81,323
2017-1-29,8,9,61,42,81,81
2017-1-3,11,76,171,82,28,171
2017-1-30,8,9,28,9,93,93
2017-1-31,17,27,62,24,93,93
2017-1-4,11,90,231,92,17,231
2017-1-5,7,62,137,82,13,137
2017-1-6,13,60,123,56,12,123
2017-1-7,11,43,101,52,12,101
2017-1-8,6,16,20,13,37,37
2017-1-9,3,21,35,18,37,37
2017-2-1,7,12,42,15,42,42
2017-2-10,3,7,20,6,53,53
2017-2-11,12,29,55,23,52,55
2017-2-12,28,47,87,47,28,87
2017-2-13,17,43,79,59,45,79
2017-2-14,17,62,116,42,20,116
2017-2-15,24,65,136,48,30,136
2017-2-16,14,35,91,43,33,91
2017-2-17,5,14,35,9,38,38
2017-2-18,16,37,78,20,34,78
2017-2-19,15,34,94,24,40,94
2017-2-2,21,37,69,28,42,69
2017-2-20,3,14,30,9,46,46
2017-2-21,6,29,54,37,32,54
2017-2-22,3,24,63,16,45,63
2017-2-23,4,19,23,9,58,58
2017-2-24,9,30,30,11,55,55
2017-2-25,4,22,18,7,68,68
2017-2-26,5,33,38,18,46,46
2017-2-27,10,49,70,24,69,70
2017-2-28,5,19,22,14,76,76
2017-2-3,30,49,106,51,48,106
2017-2-4,34,59,154,56,48,154
2017-2-5,5,11,13,6,52,52
2017-2-6,5,14,19,7,52,52
2017-2-7,12,37,67,27,43,67
2017-2-8,4,15,45,27,52,52
2017-2-9,2,6,16,4,52,52
